locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
532596	NP_987524.1	45357967	550	403481	404410	+	MMP0404	cofD	LPPG:FO 2-phospho-(S)-lactate transferase (NCBI)	COG391	S	Uncharacterized conserved protein	TIGR01819 LPPG:FO 2-phospho-L-lactate transferase [cofD]			2.7.1.-,2.7.8.-	,
532597	NP_987525.1	45357968	550	404516	405316	+	MMP0405	gch3	GTP cyclohydrolase III (NCBI)	COG2429	S	Uncharacterized conserved protein			GO:0009058,GO:0043740	3.5.4.29	GTP cyclohydrolase IIa.
532598	NP_987526.1	45357969	550	405344	406114	+	MMP0406	MMP0406	Putative TIM-barrel protein (NCBI)	COG42	J	tRNA-dihydrouridine synthase	TIGR00736 putative TIM-barrel protein	Unknown function:General	GO:0008033,GO:0008152,GO:0003824,GO:0050660,GO:0016491		
532599	NP_987527.1	45357970	550	406542	406129	-	MMP0407	MMP0407	conserved hypothetical archaeal protein with 2 CBS domains. (NCBI)	COG517	R	FOG: CBS domain			GO:0008152,GO:0003824		
532600	NP_987528.1	45357971	550	406701	407621	+	MMP0408	MMP0408	H+-transporting two-sector ATPase, A subunit (NCBI)	COG3367	S	Uncharacterized conserved protein			GO:0015992,GO:0016469,GO:0016820		
532601	NP_987529.1	45357972	550	408801	407641	-	MMP0409	MMP0409	conserved hypothetical archaeal protein (NCBI)						GO:0006118,GO:0016614,GO:0050660		
532602	NP_987530.1	45357973	550	408933	409796	+	MMP0410	prsA	Phosphoribosyltransferase:Purine/pyrimidine phosphoribosyl transferase (NCBI)	COG462	FE	Phosphoribosylpyrophosphate synthetase	TIGR01251 ribose-phosphate diphosphokinase [prs]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0009116,GO:0009165,GO:0000287,GO:0004749	2.7.6.1	Ribose-phosphate diphosphokinase.
532603	NP_987531.1	45357974	550	410370	409867	-	MMP0411	comD	Sulfopyruvate decarboxylase subunit alpha (NCBI)	COG4032	R	Predicted thiamine-pyrophosphate-binding protein	TIGR03845 sulfopyruvate decarboxylase, alpha subunit [comD]	Energy metabolism:Methanogenesis	GO:0006118,GO:0016491,GO:0030976,GO:0050545	4.1.1.79	Sulfopyruvate decarboxylase.
532604	NP_987532.1	45357975	550	410405	411682	+	MMP0412	MMP0412	Protein of unknown function UPF0004:Deoxyribonuclease/rho motif-related TRAM (NCBI)	COG621	J	2-methylthioadenine synthetase	TIGR00089 radical SAM methylthiotransferase, MiaB/RimO family,TIGR01578 MiaB-like tRNA modifying enzyme, archaeal-type	Protein synthesis:tRNA and rRNA base modification	GO:0008152,GO:0051536,GO:0032440	1.3.1.74	2-alkenal reductase.
532605	NP_987533.1	45357976	550	411833	414028	+	MMP0413	MMP0413	Conserved hypothetical protein (NCBI)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0006935,GO:0007165,GO:0016020,GO:0004871		
532606	NP_987534.1	45357977	550	415959	414091	-	MMP0414	thrS	Threonyl-tRNA synthetase (NCBI)	COG441	J	Threonyl-tRNA synthetase	TIGR00418 threonine--tRNA ligase [thrS]	Protein synthesis:tRNA aminoacylation	GO:0006435,GO:0005737,GO:0004829,GO:0005524	6.1.1.3	Threonine--tRNA ligase.
532607	NP_987535.1	45357978	550	416131	417777	+	MMP0415	MMP0415	Eukaryotic protein kinase:Glycoprotease (M22) metalloprotease:Tyrosine protein kinase (NCBI)	COG533	O	Metal-dependent proteases with possible chaperone activity	TIGR00329 metallohydrolase, glycoprotease/Kae1 family,TIGR03722 universal archaeal protein Kae1 [kae1],TIGR03724 Kae1-associated kinase Bud32	DNA metabolism:DNA replication, recombination, and repair	GO:0009103,GO:0006508,GO:0006468,GO:0016020,GO:0004674,GO:0005524,GO:0008270,GO:0004713,GO:0008450	2.7.-.-,2.7.1.-,3.4.24.57	,,O-sialoglycoprotein endopeptidase.
532608	NP_987536.1	45357979	550	417866	418462	+	MMP0416	MMP0416	conserved hypothetical protein (NCBI)								
532609	NP_987537.1	45357980	550	418670	419395	+	MMP0417	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)me thylideneamino)imidazole-4-carboxamide isomerase (NCBI)	COG106	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	TIGR00007 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [hisA]	Amino acid biosynthesis:Histidine family	GO:0000105,GO:0003949	5.3.1.16	isomerase.
532610	NP_987538.1	45357981	550	419415	420323	+	MMP0418	MMP0418	Carbohydrate kinase, PfkB (NCBI)	COG524	G	Sugar kinases, ribokinase family			GO:0006014,GO:0004747	2.7.1.15	Ribokinase.
532611	NP_987539.1	45357982	550	420466	421977	+	MMP0419	MMP0419	Sodium:neurotransmitter symporter (NCBI)	COG733	R	Na+-dependent transporters of the SNF family			GO:0006836,GO:0005887,GO:0005328		
532612	NP_987540.1	45357983	550	422287	423252	+	MMP0420	MMP0420	CBS domain Related protein (NCBI)	COG3620	K	Predicted transcriptional regulator with C-terminal CBS domains			GO:0008152,GO:0003824		
532613	NP_987541.1	45357984	550	423270	424184	+	MMP0421	MMP0421	conserved hypothetical protein (NCBI)	COG4052	R	Uncharacterized protein related to methyl coenzyme M reductase subunit C	TIGR03274 putative methanogenesis marker protein 7		GO:0015948,GO:0003824		
532614	NP_987542.1	45357985	550	424215	424667	+	MMP0422	MMP0422	conserved archael hypothetical protein (NCBI)								
532615	NP_987543.1	45357986	550	424782	426188	+	MMP0423	MMP0423	hypothetical (NCBI)								
532616	NP_987544.1	45357987	550	426530	426315	-	MMP0424	MMP0424	hypothetical (NCBI)								
532617	NP_987545.1	45357988	550	426937	427578	+	MMP0425	MMP0425	Conserved hypothetical protein (NCBI)						GO:0009396,GO:0005524,GO:0030272		
532618	NP_987546.1	45357989	550	427592	428161	+	MMP0426	MMP0426	Nitroreductase family (NCBI)	COG778	C	Nitroreductase			GO:0006118,GO:0016491		
532619	NP_987547.1	45357990	550	429171	428224	-	MMP0427	rfcA	Replication factor C, small subunit (NCBI)	COG470	L	ATPase involved in DNA replication			GO:0006260,GO:0006310,GO:0005663,GO:0009360,GO:0005634,GO:0009378,GO:0005524,GO:0003887,GO:0003689		
532620	NP_987548.1	45357991	550	430361	429261	-	MMP0428	MMP0428	vanadium nitrogenase-associated related protein N (NCBI)	COG2710	C	Nitrogenase molybdenum-iron protein, alpha and beta chains	TIGR03282 putative methanogenesis marker 13 metalloprotein	Energy metabolism:Methanogenesis	GO:0006118,GO:0016491		
532621	NP_987549.1	45357992	550	430621	430914	+	MMP0429	MMP0429	Beta-Ig-H3/Fasciclin domain:Protein of unknown function DUF211 (NCBI)	COG1888	S	Uncharacterized protein conserved in archaea					
532622	NP_987550.1	45357993	550	430969	431667	+	MMP0430	MMP0430	Conserved hypothetical Archael protein (NCBI)	COG1603	J	RNase P/RNase MRP subunit p30			GO:0008033,GO:0004526	3.1.26.5	Ribonuclease P.
532623	NP_987551.1	45357994	550	433031	431730	-	MMP0431	MMP0431	Rhodopsin-like GPCR superfamily:Beta-lactamase-like (NCBI)	COG1236	J	Predicted exonuclease of the beta-lactamase fold involved in RNA processing			GO:0007186,GO:0016021,GO:0001584,GO:0016787		
532624	NP_987552.1	45357995	550	433202	433963	+	MMP0432	MMP0432	conserved hypothetical protein (NCBI)	COG1099	R	Predicted metal-dependent hydrolases with the TIM-barrel fold					
532625	NP_987553.1	45357996	550	433982	434476	+	MMP0433	MMP0433	putative flavodoxin (NCBI)						GO:0010181,GO:0016491		
532626	NP_987554.1	45357997	550	434763	434515	-	MMP0434	MMP0434	conserved hypothetical protein (NCBI)	COG2155	S	Uncharacterized conserved protein					
532627	NP_987555.1	45357998	550	435021	435635	+	MMP0435	MMP0435	hypothetical protein (NCBI)								
532628	NP_987556.1	45357999	550	435636	436586	+	MMP0436	rimK	putative SSU ribosomal protein S6 modification protein (NCBI)	COG189	HJ	Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)			GO:0003824,GO:0005524		
532629	NP_987557.1	45358000	550	436573	437676	+	MMP0437	MMP0437	putative A. fulgidus predicted coding region AF2307 (NCBI)	COG2170	S	Uncharacterized conserved protein			GO:0006750,GO:0004357		
532630	NP_987558.1	45358001	550	438470	437673	-	MMP0438	MMP0438	putative predicted protein (NCBI)	COG1600	C	Uncharacterized Fe-S protein					
532631	NP_987559.1	45358002	550	438564	439478	+	MMP0439	pyrD	Dihydroorotate oxidase (NCBI)	COG167	F	Dihydroorotate dehydrogenase	TIGR01037 dihydroorotate dehydrogenase family protein		GO:0006222,GO:0006207,GO:0005737,GO:0004152,GO:0004158	1.3.3.1	Dihydroorotate oxidase.
532632	NP_987560.1	45358003	550	439634	440197	+	MMP0440	MMP0440	DNA-directed RNA polymerase subunit E' (NCBI)	COG1095	K	DNA-directed RNA polymerase, subunit E'	TIGR00448 DNA-directed RNA polymerase [rpoE]	Transcription:DNA-dependent RNA polymerase	GO:0006350,GO:0005634,GO:0003677,GO:0003901,GO:0003723,GO:0003902,GO:0003899,GO:0003900	2.7.7.6	DNA-directed RNA polymerase.
532633	NP_987561.1	45358004	550	440245	440421	+	MMP0441	rpoE2	DNA-directed RNA polymerase subunit E (NCBI)	COG2093	K	DNA-directed RNA polymerase, subunit E''			GO:0045941,GO:0005634,GO:0003899,GO:0003900,GO:0008159,GO:0003901,GO:0008270,GO:0003902	2.7.7.6	DNA-directed RNA polymerase.
532634	NP_987562.1	45358005	550	440453	440929	+	MMP0442	MMP0442	conserved hypothetical protein (NCBI)	COG1909	S	Uncharacterized protein conserved in archaea					
532635	NP_987563.1	45358006	550	440936	441244	+	MMP0443	MMP0443	SSU ribosomal protein S24E (NCBI)	COG2004	J	Ribosomal protein S24E			GO:0006412,GO:0005840,GO:0000166,GO:0003735		
532636	NP_987564.1	45358007	550	441246	441449	+	MMP0444	MMP0444	SSU ribosomal protein S27AE (NCBI)	COG1998	J	Ribosomal protein S27AE			GO:0006412,GO:0005840,GO:0003735,GO:0016787		
532637	NP_987565.1	45358008	550	441783	441547	-	MMP0445	MMP0445	hypothetical protein (NCBI)								
532638	NP_987566.1	45358009	550	442316	441990	-	MMP0446	MMP0446	Nitrogen fixation-related protein (NCBI)	COG1433	S	Uncharacterized conserved protein					
532639	NP_987567.1	45358010	550	442889	442530	-	MMP0447	MMP0447	nitrogenase related protein (NCBI)	COG1433	S	Uncharacterized conserved protein					
532640	NP_987568.1	45358011	550	443207	442923	-	MMP0448	MMP0448	hypothetical protein (NCBI)								
532641	NP_987569.1	45358012	550	444209	443364	-	MMP0449	MMP0449	ferredoxin (NCBI)	COG1149	C	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain			GO:0006118,GO:0009236,GO:0051536,GO:0009055,GO:0042242		
532642	NP_987570.1	45358013	550	445063	444206	-	MMP0450	MMP0450	ferredoxin (NCBI)	COG1149	C	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain			GO:0006118,GO:0009236,GO:0051536,GO:0009055,GO:0042242		
532643	NP_987571.1	45358014	550	445432	445073	-	MMP0451	MMP0451	conserved hypothetical protein (NCBI)	COG1433	S	Uncharacterized conserved protein					
532644	NP_987572.1	45358015	550	445883	445611	-	MMP0452	MMP0452	hypothetical protein (NCBI)								
532645	NP_987573.1	45358016	550	446911	445925	-	MMP0453	MMP0453	Neutral zinc metallopeptidases, zinc-binding region:CBS domain (NCBI)	COG1994	R	Zn-dependent proteases			GO:0006508,GO:0004222,GO:0008270	3.4.24.-	
532646	NP_987574.1	45358017	550	447587	447066	-	MMP0454	MMP0454	conserved hypothetical archaeal protein (NCBI)								
532647	NP_987575.1	45358018	550	448449	447703	-	MMP0455	MMP0455	Probable amino-acid ABC transporter (NCBI)	COG834	ET	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain			GO:0006810,GO:0030288,GO:0016020,GO:0004970,GO:0005234		
532648	NP_987576.1	45358019	550	449101	448553	-	MMP0456	xerD-like	Phage integrase (NCBI)						GO:0015074,GO:0006310,GO:0003677		
532649	NP_987577.1	45358020	550	450214	451830	+	MMP0457	MMP0457	Probable ATP dependent RNA helicase (NCBI)	COG513	LKJ	Superfamily II DNA and RNA helicases			GO:0003676,GO:0003677,GO:0005524,GO:0008026		
532650	NP_987578.1	45358021	550	452313	453959	+	MMP0458	MMP0458	possible A. fulgidus predicted coding region AF1474 (NCBI)								
5451364			550	454031	454115	+	RNA_13	tRNA-Ser1	tRNA-Ser (RefSeq)								
532652	NP_987579.1	45358022	550	454461	454838	+	MMP0459	MMP0459	putative (NC_001811) unknown [Methanococcus maripaludis] gb|AAC45262.1| (U47023) unknown [Methanococcus maripaludis] (NCBI)								
532653	NP_987580.1	45358023	550	456701	458044	+	MMP0460	MMP0460	Conserved Hypothetical Protein (NCBI)	COG2865	K	Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen			GO:0006355,GO:0005622,GO:0003700	3.6.1.-	
532654	NP_987581.1	45358024	550	458512	458318	-	MMP0461	MMP0461	hypothetical (NCBI)								
532655	NP_987582.1	45358025	550	459142	458525	-	MMP0462	MMP0462	possible predicted protein (NCBI)						GO:0003824		
532656	NP_987583.1	45358026	550	462397	459308	-	MMP0463	MMP0463									
532657	NP_987584.1	45358027	550	463246	462521	-	MMP0464	MMP0464	hypothetical protein (NCBI)						GO:0045449		
532658	NP_987585.1	45358028	550	463974	463612	-	MMP0465	MMP0465	conserved hypothetical archaeal protein (NCBI)								
532659	NP_987586.1	45358029	550	464129	464380	+	MMP0466	MMP0466	hypothetical (NCBI)								
532660	NP_987587.1	45358030	550	464479	464997	+	MMP0467	MMP0467	hypothetical protein (NCBI)								
532661	NP_987588.1	45358031	550	465000	465224	+	MMP0468	MMP0468	hypothetical protein (NCBI)								
532662	NP_987589.1	45358032	550	465417	465800	+	MMP0469	MMP0469	hypothetical protein (NCBI)								
532663	NP_987590.1	45358033	550	465802	467826	+	MMP0470	MMP0470	MCM family related protein (NCBI)	COG1241	L	Predicted ATPase involved in replication control, Cdc46/Mcm family			GO:0006270,GO:0005524,GO:0008094,GO:0003677	3.6.1.-	
532664	NP_987591.1	45358034	550	467830	468102	+	MMP0471	MMP0471	conserved hypothetical protein (NCBI)						GO:0045449		
532665	NP_987592.1	45358035	550	468086	469072	+	MMP0472	MMP0472	Probable integrase/recombinase (NCBI)	COG4974	L	Site-specific recombinase XerD			GO:0006310,GO:0015074,GO:0003677		
532666	NP_987593.1	45358036	550	469177	470175	+	MMP0473	MMP0473	hypothetical protein (NCBI)								
532667	NP_987594.1	45358037	550	470202	471008	+	MMP0474	MMP0474	hypothetical protein (NCBI)								
532668	NP_987595.1	45358038	550	472984	471143	-	MMP0475	MMP0475	hypothetical protein (NCBI)						GO:0042981,GO:0005515		
532669	NP_987596.1	45358039	550	474019	473717	-	MMP0476	MMP0476	conserved hypothetical protein (NCBI)				TIGR02385 addiction module toxin, RelE/StbE family	Mobile and extrachromosomal element functions:Other			
532670	NP_987597.1	45358040	550	474264	474016	-	MMP0477	MMP0477	hypothetical protein (NCBI)								
532671	NP_987598.1	45358041	550	474790	474413	-	MMP0478	MMP0478	conserved hypothetical protein (NCBI)								
532672	NP_987599.1	45358042	550	475787	475377	-	MMP0479	MMP0479	hypothetical protein (NCBI)								
532673	NP_987600.1	45358043	550	475968	476249	+	MMP0480	MMP0480	conserved hypothetical protein (NCBI)	COG1733	K	Predicted transcriptional regulators			GO:0006367,GO:0005673,GO:0003702		
532674	NP_987601.1	45358044	550	478203	476251	-	MMP0481	MMP0481	conserved hypothetical protein (NCBI)								
532675	NP_987602.1	45358045	550	478954	478571	-	MMP0482	MMP0482	conserved hypothetical protein (NCBI)								
532676	NP_987603.1	45358046	550	479240	478947	-	MMP0483	MMP0483	conserved hypothetical protein (NCBI)								
532677	NP_987604.1	45358047	550	481216	479516	-	MMP0484	MMP0484	possible sodium/proton antiporter (NCBI)	COG475	P	Kef-type K+ transport systems, membrane components			GO:0006813,GO:0006885,GO:0016021,GO:0015299		
532678	NP_987605.1	45358048	550	481669	482484	+	MMP0485	MMP0485	Conserved Hypothetical Protein (NCBI)								
532679	NP_987606.1	45358049	550	482858	483295	+	MMP0486	MMP0486	conserved hypothetical protein (NCBI)	COG1917	S	Uncharacterized conserved protein, contains double-stranded beta-helix domain					
532680	NP_987607.1	45358050	550	483526	485715	+	MMP0487	MMP0487	Hypothetical protein (NCBI)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0016192,GO:0006935,GO:0007165,GO:0016020,GO:0004871,GO:0005515		
532681	NP_987608.1	45358051	550	486212	485802	-	MMP0488	MMP0488	Low molecular weight phosphotyrosine protein phosphatase (NCBI)	COG394	T	Protein-tyrosine-phosphatase			GO:0006470,GO:0004725		
532682	NP_987609.1	45358052	550	486886	486425	-	MMP0489	MMP0489	conserved hypothetical protein (NCBI)	COG4273	S	Uncharacterized conserved protein					
532683	NP_987610.1	45358053	550	487527	487189	-	MMP0490	MMP0490	conserved hypothetical protein (NCBI)	COG4744	S	Uncharacterized conserved protein					
532684	NP_987611.1	45358054	550	488162	487521	-	MMP0491	MMP0491	MotA/TolQ/ExbB proton channel (NCBI)	COG811	U	Biopolymer transport proteins			GO:0006810,GO:0016020,GO:0008565		
532685	NP_987612.1	45358055	550	488881	488162	-	MMP0492	MMP0492	conserved hypothetical protein (NCBI)	COG4827	R	Predicted transporter					
532686	NP_987613.2	161621700	550	493634	489237	-	MMP0493	cobN	cobaltochelatase (RefSeq)	COG1429	H	Cobalamin biosynthesis protein CobN and related Mg-chelatases			GO:0009058,GO:0051116		
532687	NP_987614.1	45358057	550	498303	496024	-	MMP0494	MMP0494	distinct helicase family member with a unique C-terminal domain including a metal-binding cysteine cluster (NCBI)	COG1205	R	Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster			GO:0003676,GO:0003677,GO:0005524,GO:0008026		
532688	NP_987615.1	45358058	550	499391	498297	-	MMP0495	MMP0495	conserved hypothetical protein (NCBI)	COG3359	L	Predicted exonuclease			GO:0003676		
532689	NP_987616.1	45358059	550	499642	501126	+	MMP0496	MMP0496	Glutamate synthase subunit-related (NCBI)	COG69	E	Glutamate synthase domain 2			GO:0006118,GO:0006537,GO:0009342,GO:0004355,GO:0016040,GO:0046872,GO:0009055	1.4.1.13,1.4.1.14	Glutamate synthase (NADPH).,Glutamate synthase (NADH).
532690	NP_987617.1	45358060	550	501839	501162	-	MMP0497	MMP0497	Hypothetical (NCBI)	COG500	QR	SAM-dependent methyltransferases			GO:0006479,GO:0008152,GO:0005737,GO:0008276,GO:0008168		
532691	NP_987618.1	45358061	550	502095	502658	+	MMP0498	MMP0498	putative uncharacterized membrane protein, ortholog YYAS B.subtilis (NCBI)	COG2364	S	Predicted membrane protein					
532692	NP_987619.1	45358062	550	503530	502790	-	MMP0499	MMP0499	conserved hypothetical protein (NCBI)						GO:0006355,GO:0005622,GO:0003700		
532693	NP_987620.1	45358063	550	503825	504376	+	MMP0500	MMP0500	Iron-sulfur flavoprotein-related (NCBI)	COG655	R	Multimeric flavodoxin WrbA			GO:0016491,GO:0050662		
532694	NP_987621.1	45358064	550	506024	504522	-	MMP0501	MMP0501	hypothetical protein (NCBI)								
532695	NP_987622.1	45358065	550	506485	507573	+	MMP0502	MMP0502	hypothetical protein (NCBI)								
532696	NP_987623.1	45358066	550	507985	508290	+	MMP0503	MMP0503	hypothetical protein (NCBI)								
532697	NP_987624.1	45358067	550	509377	508346	-	MMP0504	modC	Molybdenum transport ATP-binding protein modC (NCBI)	COG3842	E	ABC-type spermidine/putrescine transport systems, ATPase components			GO:0006810,GO:0043190,GO:0005215,GO:0016887,GO:0005524,GO:0016820		
532698	NP_987625.1	45358068	550	510107	509394	-	MMP0505	MMP0505	conserved hypothetical protein (NCBI)								
532699	NP_987626.1	45358069	550	510894	510094	-	MMP0506	modB	molybdenum transport system permease protein, modB RELATED (NCBI)	COG555	O	ABC-type sulfate transport system, permease component	TIGR01581 NifC-like ABC-type porter,TIGR02141 molybdate ABC transporter, permease protein [modB]	Transport and binding proteins:Anions	GO:0015689,GO:0016021,GO:0015098		
532700	NP_987627.1	45358070	550	511690	510908	-	MMP0507	modA	molybdate-binding periplasmic protein; permease RELATED (NCBI)	COG725	P	ABC-type molybdate transport system, periplasmic component	TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]	Transport and binding proteins:Anions	GO:0015689,GO:0030288,GO:0015412		
532701	NP_987628.1	45358071	550	512277	512852	+	MMP0508	fmdE	molybdenum containing formylmethanofuran dehydrogenase, subunit E (NCBI)	COG2191	C	Formylmethanofuran dehydrogenase subunit E			GO:0008270,GO:0018493	1.2.99.5	Formylmethanofuran dehydrogenase.
532702	NP_987629.1	45358072	550	512896	514647	+	MMP0509	fmdA	formylmethanofuran dehydrogenase, subunit A (NCBI)	COG1229	C	Formylmethanofuran dehydrogenase subunit A	TIGR03121 formylmethanofuran dehydrogenase subunit A		GO:0016810,GO:0018493	1.2.99.5	Formylmethanofuran dehydrogenase.
532703	NP_987630.1	45358073	550	514657	515904	+	MMP0510	fmdC	molybdenum containing formylmethanofuran dehydrogenase subunit C (NCBI)	COG2218	C	Formylmethanofuran dehydrogenase subunit C	TIGR03122 formylmethanofuran dehydrogenase subunit C		GO:0015948,GO:0018493,GO:0030151	1.2.99.5	Formylmethanofuran dehydrogenase.
532704	NP_987631.1	45358074	550	515910	517241	+	MMP0511	fmdB	molybdenum containing formylmethanofuran dehydrogenase, subunit B (NCBI)	COG1029	C	Formylmethanofuran dehydrogenase subunit B	TIGR03129 formylmethanofuran dehydrogenase subunit B				
532705	NP_987632.1	45358075	550	517360	518697	+	MMP0512	fmdB	molybdenum containing formylmethanofuran dehydrogenase, subunit B (NCBI)	COG1029	C	Formylmethanofuran dehydrogenase subunit B	TIGR03129 formylmethanofuran dehydrogenase subunit B				
532706	NP_987633.1	45358076	550	519895	518774	-	MMP0513	MoeA	molybdopterin biosynthesis moeA protein (NCBI)	COG303	H	Molybdopterin biosynthesis enzyme	TIGR00177 molybdenum cofactor synthesis domain		GO:0006777		
532707	NP_987634.1	45358077	550	520134	520910	+	MMP0514	modA	Molybdenum ABC transporter, periplasmic molybdenum-binding protein (NCBI)	COG725	P	ABC-type molybdate transport system, periplasmic component	TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]	Transport and binding proteins:Anions	GO:0015689,GO:0030288,GO:0015412		
532708	NP_987635.1	45358078	550	520921	521586	+	MMP0515	modB	Molybdenum ABC transporter, permease protein (NCBI)	COG4149	P	ABC-type molybdate transport system, permease component	TIGR02141 molybdate ABC transporter, permease protein [modB]	Transport and binding proteins:Anions	GO:0015689,GO:0016021,GO:0015098		
532709	NP_987636.1	45358079	550	521710	522561	+	MMP0516	modD	molybdate transporter subunit (NCBI)	COG157	H	Nicotinate-nucleotide pyrophosphorylase	TIGR01334 modD protein [modD]	Unknown function:General	GO:0009435,GO:0004514		
532710	NP_987637.1	45358080	550	523119	522589	-	MMP0517	MMP0517	conserved hypothetical protein (NCBI)	COG491	R	Zn-dependent hydrolases, including glyoxylases			GO:0016787		
532711	NP_987638.1	45358081	550	523469	523200	-	MMP0518	MMP0518	hypothetical protein (NCBI)								
532712	NP_987639.1	45358082	550	523943	523566	-	MMP0519	MMP0519	conserved hypothetical protein (NCBI)								
532713	NP_987640.1	45358083	550	526463	523959	-	MMP0520	MMP0520	cation transport ATPase (NCBI)	COG474	P	Cation transport ATPase	TIGR01494 HAD ATPase, P-type, family IC,TIGR01494 HAD ATPase, P-type, family IC		GO:0008152,GO:0015992,GO:0016020,GO:0005524,GO:0015662	3.6.1.-,3.6.3.-	,
532714	NP_987641.1	45358084	550	527812	526565	-	MMP0521	MMP0521	ABC transporter, permease protein (NCBI)	COG577	V	ABC-type antimicrobial peptide transport system, permease component			GO:0016020		
532715	NP_987642.1	45358085	550	529162	527825	-	MMP0522	MMP0522	conserved hypothetical protein (NCBI)	COG1361	M	S-layer domain			GO:0030246		
532716	NP_987643.1	45358086	550	529850	529146	-	MMP0523	MMP0523	ABC transporter ATP-binding protein (NCBI)	COG1136	V	ABC-type antimicrobial peptide transport system, ATPase component			GO:0005524,GO:0016887		
532717	NP_987644.1	45358087	550	530629	530045	-	MMP0524	MMP0524	possible (U93872) ORF 73, contains large complex repeat CR 73 [Human herpesvirus 8] (NCBI)								
532718	NP_987645.1	45358088	550	531122	530661	-	MMP0525	MMP0525									
532719	NP_987646.1	45358089	550	531626	532351	+	MMP0526	MMP0526	hypothetical protein (NCBI)								
532720	NP_987647.1	45358090	550	532365	532985	+	MMP0527	MMP0527	conserved hypothetical archaeal protein (NCBI)								
532721	NP_987648.1	45358091	550	533208	532987	-	MMP0528	MMP0528	hypothetical protein (NCBI)								
532722	NP_987649.1	45358092	550	535291	533633	-	MMP0529	MMP0529	sulfate transporter family (NCBI)	COG659	P	Sulfate permease and related transporters (MFS superfamily)	TIGR00815 sulfate permease [sulP]	Transport and binding proteins:Anions	GO:0008272,GO:0016021,GO:0008271		
532723	NP_987650.1	45358093	550	535522	536139	+	MMP0530	MMP0530	hypothetical protein (NCBI)						GO:0016779		
532724	NP_987651.1	45358094	550	536126	536635	+	MMP0531	MMP0531	hypothetical (NCBI)								
532725	NP_987652.1	45358095	550	536793	538262	+	MMP0532	MMP0532	conserved hypothetical protein (NCBI)								
532726	NP_987653.1	45358096	550	538383	538952	+	MMP0533	MMP0533	Conserved hypothetical Archael protein (NCBI)								
532727	NP_987654.1	45358097	550	540276	539194	-	MMP0534	MMP0534	conserved hypothetical protein (NCBI)	COG668	M	Small-conductance mechanosensitive channel			GO:0016020		
532728	NP_987655.1	45358098	550	540915	540277	-	MMP0535	MMP0535	conserved hypothetical archaeal protein (NCBI)	COG2430	S	Uncharacterized conserved protein					
532729	NP_987656.1	45358099	550	541477	541064	-	MMP0536	MMP0536	conserved hypothetical protein (NCBI)	COG5561	S	Predicted metal-binding protein					
532730	NP_987657.1	45358100	550	542571	541501	-	MMP0537	nth1	endonuclease III homologue (NCBI)	COG1194	L	A/G-specific DNA glycosylase			GO:0006284,GO:0005622,GO:0003906,GO:0004519	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.
532731	NP_987658.1	45358101	550	542666	543277	+	MMP0538	MMP0538	hypothetical protein (NCBI)								
532732	NP_987659.1	45358102	550	543913	544905	+	MMP0539	leuB	3-isopropylmalate dehydrogenase (NCBI)	COG473	CE	Isocitrate/isopropylmalate dehydrogenase	TIGR02088 isopropylmalate/isohomocitrate dehydrogenases		GO:0009098,GO:0003862,GO:0051287	1.1.1.85	3-isopropylmalate dehydrogenase.
532733	NP_987660.1	45358103	550	545004	545744	+	MMP0540	purC	Phosphoribosylaminoimidazole-succinocarboxamidesynthase (NCBI)	COG152	F	Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase	TIGR00081 phosphoribosylaminoimidazolesuccinocarboxamide synthase [purC]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0006164,GO:0005524,GO:0004639	6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase.
532734	NP_987661.1	45358104	550	545781	546422	+	MMP0541	serB	Phosphoserine phosphatase (NCBI)	COG560	E	Phosphoserine phosphatase	TIGR00338 phosphoserine phosphatase SerB [serB],TIGR01488 HAD phosphoserine phosphatase-like hydrolase, family IB	Amino acid biosynthesis:Serine family	GO:0006564,GO:0004647	3.1.3.3	Phosphoserine phosphatase.
